"","artist_name","track_name","lyrics"
"2192","Queen","Love Of My Life - Live","love of my life youve hurt meyouve broken my heartand now you leave melove of my life cant you see?bring it back bring it backdont take it away from mebecause you dont knowwhat it means to melove of my life dont leave meyouve taken my love all my loveand now desert melove of my life cant you see?please bring it back back bring it backbring it back dont take it away from mebecause you dont know what it means to meyou will remember when this is blown overand everythings all by the waywhen i grow olderi will be there at your sideto remind you howi still love you i still love youback hurry backplease bring it back home to mebecause you dont knowwhat it means to melove of my lifelove of my lifeooh ooh"
"2194","BROCKHAMPTON","BREAKFAST","so i built you a housetryna find revenge in the darki think i know where you wenttryna find your spirit is hardi think i know how to spendmy weeks are evilyour brother dont want me hereyour family hates memy parents dont know im hereitd be better if you loved mebut he told me love myself and thats trueitd be nice if you could help mebut he told me help myself and thats truethe sky aint gon be fixed tonighti know for sure the sky aint perfect ohhim swimmin in a sea of regretthe more i sink i forget how to swimi try to breathe i know the feeling too wellof fighting myself im losing againwhy am i here? cold and alonethe sea aint a home but its still where i layand still to this day bad credit with karmalighting blunts underwaterstill aint goin too well so i keep to myself"
"2196","Sean Paul","Outta Control - Rico Bernasconi Remix","mama yo quieromama yo quiero mamamama yo quiero yo yo yo yomama yo quiero mamala chupetala chupeta mamala chupetabang banggirl you hot from the startevery man just a-talkcause dem love of the shapewhen you fit in a ya shortsbut you a my shortybring me that bodynah gip with the thingmy girl lets partybuss bockle and push cups upmy girlcaume ready fi fuck the place upso turn the bass upno time fi waste upget with it and make we embrace lovehey baby girli know you ready for thismama mamayou got that thing babythat i cant resistmama mamayou got i love the waythat you keep doing dem tricksmama mamavibe weh you give me outta controlget with it and make we embrace lovemama yo quiero mama yo quieromama yo quiero mamamama yo quiero mama yo quieromama yo quiero mamala chupeta la chupetala chupeta mamala chupetavibe you give me storing it alloutta controlbang bangmama mama mama mama mama mamaget with it and make we embrace lovedondemite girl you a bump whole nighthype girl shake if you move it rightmy girl just give me the thing weh me likecause you done know sen paul loves the hypeand gil you worth more than golddiamond shape cant bought and soldbut the vibe whe you give me storing it alloutta controlhey baby girli know you ready for thismama mamayou got that thing babythat i cant resistmama mamai love the waythat you keep doing dem tricksmama mamavibe weh you give me outta controlget with it and make we embrace lovemama yo quiero mama yo quieromama yo quiero mamamama yo quiero mama yo quieromama yo quiero mamala chupeta la chupetala chupeta mamala chupetavibe you give me storing it alloutta controlbang bangmama mama mama mama mama mamaget with and make we embrace lovehey baby girli know you ready for thismama mamayou got that thing babythat i cant resistmama mamayou got i love the waythat you keep doing dem tricksmama mamavibe weh you give me outta controlvibe weh you give me outta controlbang bang"
"2200","Calvin Harris","Colours","yeahuh uh uhnow i dont care what you dress like or what you wearbut please make sure baby youve got some colours in therenow its all very well stepping out in black and whitebut youre no girlfriend of mine if youre doing that rightnow i dont care what you dress like or what you wearbut please make sure baby youve got some colours in therenow its all very well stepping out in black and whitebut youre no girlfriend of mine if youre doing that rightget some colours onget some colours onnow i dont care what you dress like or what you wearbut please make sure baby youve got some colours in therenow its all very well stepping out in black and whitebut youre no girlfriend of mine if youre doing that rightget some colours onget some colours onyeahuh uh uh"
"2203","Tony Bennett","My Reverie","our love is a dream but in my reveriei can see that this love was meant for meonly a poor fool never schooled in the whirlpoolof romance could be so cruel as you are to memy dreams are as worthless as tin to mewithout you life will never begin to beso love me as i love you in my reveriemake my dream a realitylets dispense with formalitycome to me in my reverieour love is a dream but in my reveriei can see that this love was meant for meonly a poor fool never schooled in the whirlpoolof romance could be so cruel as you are to memy dreams are as worthless as tin to mewithout you life will never begin to beso love me as i love you in my reveriemake my dream a realitylets dispense with formalitycome to me in my reverie"
"2205","Drake","Still Here","doin well dogyeah me and all myyeah meyeahme and all my niggas doin well doin well dogyou not from the city i could tell i could tell dogdid it did it did it by myself by myself dogblew up and im in the city still im still here doghow did i finesse all of this shit from jane and weston?girls all in my bed and they dont trip off first impressionsgirls all in your bed and they just ask a hundred questionsi cant fuck with you no more cause you be actin extrado your favorite rapper like my son like my son thoughnothing mutual about my funds bout my funds thoughall you niggas fightin over crumbs where the bread at?how they feel about you where youre from where yo bed at?i dont need no pill to speak my mind i dont need thati make people pay me for my time yeah i need thatand i see your girl like all the time all the time thoughi cant tell you if shes yours or mine but i do knowme and all my niggas doin well doin well dogyou not from the city i could tell i could tell dogdid it did it did it by myself by myself dogblew up and im in the city still im still here dogoh and im back dogoh you just went and turned your back dogi thought that we were familyyou showed me that we cant bei gotta talk to god even though he isnt near mebased on what i got its hard to think that he dont hear mehitting like that 30 on my jersey man im giftedwhole lot of sixes but im still likehallelujah hallelujah hallelujahsix-point star lion of the judahall my niggas aint off rockin guccione do it then we all gotta do itgot the key now the doors open and we all goin through itwhole city at your head for the boyi aint even gotta call no one for itme and all my niggas doin well doin well dogyou not from the city i could tell i could tell dogdid it did it did it by myself by myself dogblew up and im in the city still im stillwow all praise to the most high up"
"2206","Jonas Brothers","Only Human","yeah ayyi dont want this night to endits closing time so leave with me again yeahyou got all my love to spend ohlets find a place where happiness beginswe gon dance in my living room slave to the way you movehurts when im leaving you ayyjust dance in the living room love with an attitudedrunk to an 80s groove ayywe gon dance in my living room slave to the way you movehurts when im leaving you ayydance in the living room love with an attitudedrunkits only human you know that its realso why would you fight or try to deny the way that you feel?oh babe you cant fool me your bodys got other plansso stop pretending youre shy just come on anddance dance dance dance ohearly morning la-la-lightonly getting up to close the blinds ohim praying you dont change your mindcause leaving now just dont feel rightlets do it one more time oh babewe gon dance in my living room slave to the way you movehurts when im leaving you hurts when im leaving youjust dance in the living room love with an attitudedrunk to an 80s groove ayywe gon dance in my living room slave to the way you movehurts when im leaving you ayydance in the living room love with an attitudedrunkits only human you know that its real know that its realso why would you fight or try to deny the way that you feel?the way that you feeloh babe you cant fool me your bodys got other plansso stop pretending youre shy just come on anddance dance dance dance ohdance oh woo ayyonly humanits only -man its only -manonly humanoh yeah yeah yeahonly humanits only -man its only -manonly human"
"2207","Nas","Family (feat. Nas)","yodunn you fam to me and only familythat can get that close to me keep it type strongblowing green thats keeping us goingisland hopping getting right on them 747 boeingsdunn you fam to me and only familythat can get that close to me keep it type strongblowing green thats keeping us goingunconditional love showingyo yo yo yo40th side 41st side rideme and my dunns come from the slumsyou cant take the slums out my dunnsand thats how it is thats how we livesometimes i find myself wearing the same shit for daysnot caring bout what they gon think or sayi got that i dont give a fuck in me its stuck in methats how i vantage over yall niggas yall too prettywe too gritty like sanford and sontoo grimy like pigpen with jewels onsee we the top rap niggas the q-dogsyou got a lot of nerve putting out them songsknowing that my niggas come strong so lets get it onwe just getting warm operation quiet stormsilent wars or we silence the fourshav p and nas got it in the smash foshonow its movies and soundtracksthis is where your career stop atayo i drink to thatim like a dictionary yall rappers exam meyou violate they read your obituary in front your familyyou should idolize nas in the fleshdont wait til im dead to say i was the best no doubtwe shot hoops with coat hangers got loot with dope slangerssold soap to strangers joked with dangerrob prostitutes dodge cops in hot pursuitbought weight from rastas travel hot routesot commute back and forthtell shorty get that package offfuck being trapped up north being told where to eat and shitcaught a case then i beat the shitds on the block flash badges nylon jacketsbig white boys with guns yelling freeze black kidsgot my niggas in the pen eating octopuswishing they was on the blocks with usto watch me and p do it uh put the heat to it uhput it out first day the whole street knew itbitches hold they pussies and bop to the musicand think deep to it now who the truest?yodunn you fam to me and only familythat can get that close to me keep it type strongblowing green thats keeping us goingisland hopping getting right on them 747 boeingsdunn you fam to me and only familythat can get that close to me keep it type strongblowing green thats keeping us goingunconditional love showingyo yo you fam to me and only familythat can get that close to me keep it type strongblowing green thats keeping us goingunconditional love showingyo you fam to me and only fam to methat can get that close to me keep it type strongdirty fingernails reaching in my pocket pulling knots outi daydream of better days in different waysout this lifestyle we live iced-out with the big fifththats why the burnt leather lean to the lefteven though we gained cash on fishim trapped on reason being we aint all richand ima be that same nigga for the doorand ima still walk the same path we soon clashwe get stacks you do the mathwe pound niggas out walk away and laughfresh from out the lab p and nastradamus kidrap niggas shit they drawersyo they probably didi aircondition yall niggas my prediction is you rewind thisyour highness q-boros finestclick your timbs three times the wizard is nasgrant you a wish you get rich while listening hardto my thugs in the prison yard bench-pressing 200 pounds and upfeeling like you down on your luckraise up i feel your pain hit the law libraryappeal the game all eyes on merestrained from being looked at its uncivilizedwe epitomize thug song yall niggas get madjealous rappers is puss aint got no styleno heart and no look shookget stole on my niggas move right in the moonlightyall niggas get done i pee on them son they a small issuewe too official blue steel pistolsteflon vests its no contest we hit youdunn you fam to me and only familythat can get that close to me keep it type strongblowing green thats keeping us goingunconditional love showingyo yo yo yo40th side 41st side rideyeah youknahmsayinnot for nothing babyknahmsayin wanna give a shout out to my peoplesyouknowhatimean yambo ill willkilla black my brotherits never gonna be another word upyeah you know how we do dunn word upthe future is nothing but a series of probability made up of decisions that we make right now but these decisions leads to certain events into the future and every human being has a capability to determine their own futuresome are just more into it than others"
"2210","Andy Williams","The Shadow of Your Smile (Love Theme from ""The Sandpiper"")","the shadow of your smile lyrics one day we walked along the sandone day in early springyou held a piper in your handto mend its broken wingnow ill remember many a dayand many a lonely milethe echo of a pipers songthe shadow of a smilethe shadow of your smilewhen you are gonewill color all my dreamsand light the dawnlook into my eyesmy love and seeall the lovely thingsyou are to meour wistful little starwas far too higha teardrop kissed your lipsand so did inow when i remember springall the joy that love can bringi will be rememberingthe shadow of your smile"
"2216","Eminem","Almost Famous","i can almost taste itthis shit makes no sense to mewhat does it all mean?i can almost taste iti can almost see itthis shit makes no sense to mewhat does it all mean?i can almost taste iti can almost taste ityeah cant stop nowthis might be the last chance i get to be famousi just wanna be famousyou dream of trading places i have been changing facesyou cannot fill these shoes there is too much to losewake up behind these trenches you run around defenselessthere is too much to lose you cannot fill these shoesi just wanna be famous butbe careful what you wish fori stuck my dick in this game like a rapistthey call me slim roethlisbergeri go berserker than a fed-up post office workeri murk her with a mossberg im pissed off get murderedlike someone took a ketchup squirter squirted a frankfurterfor a gangster you sure did shit your pantswhen you saw the chainsaw get to waving like a terrible towelhow thangs turn around when his fangs come outget your brains blown out thats what i call blowin your mindwhen i come back like nut on your spineim a thumb tack that you slept on sonnow here i come screaming attack like i just stepped on onelow on the totem til he showed em defiance giant scrotumhe dont owe them bitches shit his britches he outgrowed emhes so out cold hes knocked out at the south poleand nobody fucks with him rigor mortis and post mortemhes dyin of boredomtake your best rhymes record em then try to thwart himhell just take your punch lines and snort emshit-stained drawers you gon fuck with a guywho licks the blades of his chainsawswhile he dips em in pf changs sauce?games up homie hang it up like some crank callsyou think im backin down?you must be out of your dang skulls im almost famousyou dream of trading places i have been changing facesyou cannot fill these shoes there is too much to losewake up behind these trenches you run around defenselessthere is too much to lose you cannot fill these shoesi just wanna be famous butbe careful what you wish forim back for revenge i lost a battle that aint happenin againim at your throat like strep i step strapped with a penmetaphors wrote on my hand some are just stored in my memorysome i wrote on a napkin i do what i have to to winpullin out all stops any who touch a mic priorsnot even austin powers how the fuck are they mike myers?and tell that psycho to pass the torch to the wackofore i take a shit in his jack-o-lantern and smash it on his porchnow get off my dick dicks too short of a word for my dickget off my antidisestablishmentarianism you prickdont call me the champ call me the space shuttle destroyeri just blew up the challenger matter fact i need a lawyeri just laced my gloves with enough plaster to make a castbeat his ass naked and peed in his corner like verne troyeryall are eminem backwards youre mini messee hes in a whole nother weight classhes slugs youre bbs youre bean-bag bulletsyoure full of it you were dissin his cdslaughed at infinite now hes back like someone pissed in his wheatiesno peace treaties hes turned into a beasthis new slim shady eps got the attention of the mighty drehes almost famousyou dream of trading places i have been changing facesyou cannot fill these shoes there is too much to losewake up behind these trenches you run around defenselessthere is too much to lose you cannot fill these shoesi just wanna be famous butbe careful what you wish fornow there he goes in dres studio cuppin his ballsscreamin the wood off the panelin cussin the paint off the wallsspewin his hate to these haters showin no love for these broadshe aint givin them shit he says hell pinch a penny so hardhell leave a bruise on the bronze so dark you can see the markwith the scars til abraham lincoln is screamin out ahhthese metaphors and similes aint similar to them not at allif they dont like it they can all get fuckedinstead of suckin him offthey can go get a belt or a neck tie to hang themselves bylike david carradine they can go fuck themselves and just dieand eat shit while they at it hes fuckin had ithes mad at the whole worldso go to hell and build a snowman girlthe bullies become bullied and pussies get pushedthen they better pull me take me back to 9th grade to school mecause i aint lookin back only forward this whole spot blowinwho coulda known hed grow to be a poet and not know it?and while im bein poetic let me get it stoic and raise the barhigher than my opinion of these womens been loweredso bear witness to some biblical shit theres a cold wind blowinthis world aint gonna know what hit ithe did it he made it hes finally famous"
"2217","Coldplay","A Spell a Rebel Yell","as far as i can seeall time and circuitry is wrongas far as poetrysit down and sing to me a songcause all i want in this worldall i want in this worldis for you to come homea spell a rebel yella spellsoldier come home to meyouve been away from me so longand all i want in this worldall i want and deserveis for you to come homea spell a rebel yella spell a rebel yella spell a rebel yella spell a rebel yelloh oh oh oh"
"2221","Kygo","Lose Somebody","its a classic me mistakesomeone gives me love and i throw it all awaytell mehavei gone insane?talkinto myself but i dont knowwhat to saycause you let goand now im holdin oni guess you dont know what you gotuntil its gonesometimes you gotta lose somebodyjust to find out you really love someoneoh and i do and i do and i do yeahsometimes you gotta lose somebodyjust to find out you really love someoneoh yeahsometimes you gotta lose somebodyso dont tell me its too latehearts are made to bendbaby please dont let me break yeahi knew i shouldve stayedcause now youre movin onand i dont know what to saycause you let go yeah you let goand now im holdin on im holdin oni guess you dont know what you gotuntil its gonesometimes you gotta lose somebodyjust to find out you really love someoneoh and i do and i do and i do yeahsometimes you gotta lose somebody somebodyjust to find out you really love someoneoh yeahsometimes you gotta lose somebodyhey yeah hey yeah hey yeahsometimes you gotta lose somebody yeahhey yeah hey yeah hey yeahsometimes you gotta lose somebody yeahhey yeah hey yeah hey yeahsometimes you gotta lose somebody yeahhey yeah hey yeah hey yeahsometimes you gotta lose somebody yeahsometimes you gotta lose somebodyjust to find out you really love someoneoh and i do and i do and i do yeahsometimes you gotta lose somebody somebodyjust to find out you really love someoneoh yeahsometimes you gotta lose somebodyhey yeah hey yeah hey yeahhey yeah hey yeah hey yeahhey yeah hey yeah hey yeahhey yeah hey yeah hey yeahooh oohyou gotta lose someyou gotta lose somebody"
"2224","Andy Williams","The Twelfth of Never","the twelfth of never lyrics you ask me how much i need youmust i explaini need you oh my darlinglike roses need rainyou ask how long ill love youill tell you trueuntil the twelfth of neverill still be loving youhold me closenever let me gohold me closemelt my heart like april snowill love you til the bluebellsforget to bloomill love you til the cloverhas lost its perfumeand ill love you til the poetsrun out of rhymeuntil the twelfth of neverand thats a long long timehold me closenever let me gohold me closemelt my heart like april snowill love you til the bluebellsforget to bloomill love you til the cloverhas lost its perfumeand ill love you til the poetsrun out of rhymeuntil the twelfth of neverand thats a long long timeuntil the twelfth of neverand thats a long long timea long long time"
"2225","Journey","Liberty","liberty lyrics see the mountainswith my ladyas the eaglein the golden skytowers over purple majestyin the mountainslives a freedomtheres a riveryou can hear it sayfrom the delta flows the libertyas the twilight of evening is brokenlacy silvery starlight unfoldinround and round in a wave of emotionwords of love sometimes better unspokennothing equals a sea of devotionoooo desire sets the wheels into motionwe all agreewe live to be freethey cant tell usthey cant tell us how to bewe we all agreeyou individuallywe the peopleshare the powerhold the key"
"2232","Nicki Minaj","Check It Out - Benny Benassi Remix","oh ohoh ohoh ohoh ohst-st-step up in the party like my name was that bitchall these haters mad because im so establishedthey know im a beast yeah im a fuckin savagehaters you could kill yourself ahin my space shuttle and im not comin downim a stereo and shes just so monotonesometimes its just me and all my bottles all alonei aint comin back this timei cant believe it its so amazinthis club is heated this partys blazini cant believe it this beat is bangini cant believe it i cant believe ithey check it out check it out check it out check it outcheck it out check it out check it out ch-check it outcheck it out check it out yeah yeah im feelin it nowcheck it out check it out check it outst-st-step up in the party like my name is mr tall these hating naggers aint got natin on mehonestly i gotta stay as fly as i can beif you wiki willy you get super oghoneys always rush me cause im fly fly flydummies they cant touch me cause im floatin sky highi stay niggarific you dont need to ask whyyou just gotta see with your eyesi cant believe it its so amazinthis club is heated this partys blazini cant believe it this beat is bangini cant believe it i cant believe ithey check it out check it out check it out check it outcheck it out check it out check it out ch-check it outcheck it out check it out yeah yeah im feelin it nowcheck it out check it out check it outcheck this motherfucker outit got me in the club in the club just rocking like thisoh ohda-dun-dunthe sun done yep the sun donecame up but we still up in dungeonda-dun-dun yep in londoncompetition? why yes i would love somehow the fuck they get mad cause their run done?mad cause im gettin money in abundance?man i cant even count all of these hundredsduffel bag every time i go to suntrusti leave the rest just to collect interesti mean interest fuck my nemesisexclamation just for emphasisand i dont sympathize cause you a simple bitchi just pop up on these hoes on some pimple shitand put the iron to your face you old wrinkled bitchthis is mega nigga u-u-ultra enigmatic-matic -matic -matic -ma-ma-maticoh we just had to kill itwe on the radio hotter than a skilletwe in the club makin party people hollamoney in the bank we be gettin top dollarim a big baller you a lil smallerstep up to my level need to grow a lil tallerim a shot caller get up off my collaryou a chihuahua im a rottweileri cant believe it its so amazin yeahi cant believe it this beat is bangin yeahi cant believe it its so amazin yeahi cant believe it i cant believe ithey check it out check it out check it out check it outcheck it out check it out check it out ch-check it outcheck it out check it out yeah yeah im feelin it nowcheck it out check it out check it out"
"2233","Dean Martin","The Magician","the magician lyrics i met a magicianhe did magical thingshe said he could turn any heartthat was sad in to one that singsi told the magicianwhat had happened to memy sweetheart and i had a quarreland now i was blue as could behe asked me to close my eyeswaved his wand in the airi looked and to my surprisemy sweetheart was therewe kissed in the moonlightstars were twinkling abovei suddenly knew this was no magic trickjust the magic of lovehe asked me to close my eyeswaved his wand in the airi looked and to my surprisemy sweetheart was therewe kissed in the moonlightstars were twinkling abovei suddenly knew thais was no magic trickjust the magic of lovejust the magic of love"
"2234","Armin van Buuren","In And Out Of Love - Feat. Sharon Den Adel - The Blizzard Remix","see the mirror in your eyessee the truth behind the liesyour lies are haunting mesee the reason in your eyesgiving answer to the whyyour eyes are haunting meoohfalling in and out of lovein love in loveoohfalling in and out of loveyour love your lovesee the mirror in your eyessee the truth behind the liesyour lies are haunting mesee the reason in your eyesgiving answer to the whyyour eyes are haunting meoohfalling in and out of loveyour love your loveoohfalling in and out of loveyour love your love your lovein love in love in lovein love in love in lovein love in love in lovein love in love in loveoohfalling in and out of loveyour love your loveoohfalling in and out of loveyour love your lovewhy cant you see itwhy cant you feelin and out of love each timewhy cant you feel itwhy cant you see itin and out of lovei keep keep runningi keep keep fallingdont let it fade awayyou keep keep runningi keep keep fallingoohaway away awayaway dont let it fade away"
"2235","The Weeknd","Blinding Lights","yeahive been tryna callive been on my own for long enoughmaybe you can show mehowto love maybeimgoing through withdrawalsyou dont even haveto do too muchyou can turn me on with just a touch babyi look around andsin citys cold and empty ohno ones around to judge me ohi cant see clearly when youre gonei said ooh im blinded by the lightsno i cant sleep until i feel your touchi said ooh im drowning in the nightoh when im like this youre the one i trusthey hey heyim running out of timecause i can see the sun light up the skyso i hit the road in overdrive baby ohthe citys cold and empty ohno ones around to judge me ohi cant see clearly when youre gonei said ooh im blinded by the lightsno i cant sleep until i feel your touchi said ooh im drowning in the nightoh when im like this youre the one i trustim just calling back to let you know back to let you knowi could never say it on the phone say it on the phonewill never let you go this time oohi said ooh im blinded by the lightsno i cant sleep until i feel your touchhey hey heyhey hey heyi said ooh im blinded by the lightsno i cant sleep until i feel your touch"
"2236","Aretha Franklin","Sit Down and Cry","baby no one could have told mehow could they have told mewhen they didnt know?id sit down and cry babyid sit down and cry babysit down and cry my heart outover you ohno one no one could have warned methat you would scar me yeahand hurt me so badand that id sit down and cry babyid sit down and cry babyid sit down and cry my heart outover youoh who would ever believe?that lips sweet as yourssweeter than the honeyfrom the beestell who would ever believe?that those same sweet lipswould lie lie likelie like you lied to me yeahbaby no one no one could ever told mei wouldnt hear itthat you would have sold me yeahdown the river so fastid sit down and cry babyid sit down and cry babysit down and cry my heart outover you ohand that id sit down and cry babyid sit down and cry babyid sit down and cry my heart outover you"
"2238","Armin van Buuren","Strong Ones (feat. Cimo Fränkel)","ive been callingive got endless reasonswait now hold onsay you still believe werun straight through firebut we can do better we can do bettersave our lost timecause we can do better we can do bettercause all that we needis a second to hold oncause we are the strong onesall that we needis a reason to fight oncause we are the strong oneswe are the strong ones we are the strong oneswe are the strong ones strong onesdont think dont speaklets just sit in silenceevery heartbeatmakes it feels just likerun straight through firebut we can do better we can do bettersave our lost timecause we can do bettercause all that we needis a second to hold oncause we are the strong onesall that we needis a reason to fight oncause we are the strong oneswe are the strong oneswe are the strong onesis a reason to fight oncause we are the strong oneswe are the strong oneswe are the strong ones strong ones"
"2239","The Chainsmokers","Somebody - Ruhde Remix","in the town full of fancy cars andcrowded bars and supermodelslooks exactly the way it did inside my headwhen i dreamed about itall the things i could live withouti need em now cause theyre all around meonly thing that i cant afford is to lose myselftryna please somebody somebodyyou shouldve known betterthan to listen to your heart againpeople change with the weatherdont know just know what i likei dont really like anybodyso dont tell me im like anybody elseyou put it back togetherdont let it fall apart againpeople change with the weatherin the town full of fancy cars andcrowded bars and supermodelslooks exactly the way it did inside my headwhen i dreamed about itall the things i could live withouti need em now cause theyre all around meonly thing that i cant afford is to lose myselftryna please somebody somebodysomebodysomebodydont know just know what i likesomebodyin my head i knew better in my head i knew betteri wont blame it on my faults againi know i should forget herdont know just know what i likei dont really like anybodyso dont tell me im like anybodyin the town full of fancy cars andcrowded bars and supermodelslooks exactly the way it did inside my headwhen i dreamed about itall the things i could live withouti need em now cause theyre all around meonly thing that i cant afford is to lose myselftryna please somebody somebodysomebody somebodysomebody somebodydont know just know what i likesomebody somebodysomebody somebodydont know just know what i likecause i dont really like anybodyso dont tell me im like anybodycause i dont really like anybodyso dont tell me im like anybodyin the town full of fancy cars andcrowded bars and supermodelslooks exactly the way it did inside my headwhen i dreamed about itall the things i could live withouti need em now cause theyre all around meonly thing that i cant afford is to lose myselftryna please somebody somebodysomebody somebodysomebody somebodydont know just know what i likesomebody somebodysomebody somebodydont know just know what i likelose myself tryna please somebodylose myself tryna please somebody"
"2242","Justin Bieber","Habitual","na-na da-da da-da da-dana-na da-da da-da da-daflowers open when they feel the sunlightmoonrise tide changerightbefore our eyesaggressivebut softly you place your lipson my lipswere each others viceour feelings they go deep deeper than the touchingdeeper than the ocean so we aint never rushing throughour days or our nights aint no repercussionsnever get enough im only for your consumptionalways rain the most in aprilevery scale needs to be stableearth keeps spinnin around were breathinso thankfulmy love for yous habitual yeah oh yeahnot for a moment but foreverknow it sounds untraditional oh yeahnever ungrateful for itthats how we both want ithabitualcant nobody keep me like youcall it unconventionalour love is habitual yeahna-na da-da da-da da-dana-na da-da da-da da-dajust to think that weve been out here this whole timeworkin through the seasonsnever crossed paths til we had a reasonnow lets fast-forward look upa whole new perspective for lifealways rain the most in aprilevery scale needs to be stableearth keeps spinnin around were breathinso thankfulmy love for yous habitual yeah so habitualnot for a moment but foreverknow it sounds untraditional oh yeah nonever ungrateful for it never ungratefulthats how we both want it ohhabitual ooh oohcant nobody keep me like you oh keep me like youcall it unconventional call it unconventionalour love is habitual yeah our love is habitual ohna-na da-da da-da da-dana-na da-da da-da da-da"
"2243","Tyga","Swimming Pools","love hateniggas hatebitches hateme i cantfaded i might faintfaded i might faintmy mind went blankmind went blanknow i done grew around some niggas that caused me some dramaswear when you make it niggas say you owe themswear they think they your mommaeverybody with their hands outthey always ask me they know that i got itmy biggest fear is going brokecant say no thats my problemi wanted that rolls-royceyoung boy looking to make a bad choicethen it got fucked up when mom went to jaili heard a little voiceback of my head back of my minddropped out of school but a nigga did finei aint telling you to drop out but if you do make use of your timei said why they hating on me im just trying to get my guapim just trying to set my family upfirst believe in one god then stack your paper higher bishget your money stack your paper higher bitchwe aint ever fuck with cops and thats never gonna stopand im posted at the tippy-topso get your money fast then stack your paper higher bishget your money stack your paper higher bitchlove hateniggas hatebitches hateme i cantfaded i might faintfaded i might faintmy mind went blankmind went blankokim taking my time and taking your dinnerthese bitches these bitches cold blooded like winterim looking at fixtures that i dont rememberim all in my zone karl malonetaking these shots abusing my liverits mine i spend itits mine im gon spend itaughhhdoomsday dooms datethese niggas weak like its a tuesdayniggas get loony like a toon stayeverything well done like two steakswho they? aint from lathey fall off like november daysthey worry bout your salesbut at the end the day who getting paid?i said why they hating on me im just trying to get my guapim just trying to set my family upfirst believe in one god then stack your paper higher bitchget your money stack your paper higher bitchwe aint ever fuck with cops and thats never gonna stopand im posted at the tippy-topso get your money fast then stack your paper higher bitchget your money stack your paper higher bitchlove hateniggas hatebitches hateme i cantfaded i might faintfaded i might faintmy mind went blankmind went blanki said why they hating on me im just trying to get my guapim just trying to set my family upfirst believe in one god then stack your paper higher bitchget your money stack your paper higher bitchwe aint ever fuck with cops and thats never gonna stopand im posted at the tippy-topso get your money fast then stack your paper higher bitchget your money stack your paper higher bitch187"
"2247","The Pogues","Streams of Whiskey","streams of whiskey lyrics last night as i slepti dreamt i met with behani shook him by the hand and we passed the time of daywhen questioned on his viewson the crux of lifes philosophieshe had but these few clear and simple words to sayi am going i am goingany which way the wind may be blowingi am going i am goingwhere streams of whiskey are flowingi have cursed bled and swornjumped bail and landed up in jaillife has often tried to stretch mebut the rope always went slackand now that ive a pileill go down to the chelseaill walk in on my feetbut ill leave there on my backbecause im going i am goingany which way the wind may be blowingi am going i am goingwhere streams of whiskey are flowing yeahoh the words that he spokeseemed the wisest of philosophiestheres nothing ever gainedby a wet thing called a tearwhen the world is too darkand i need the light inside of meill walk into a barand drink fifteen pints of beerbecause im going i am goingany which way the wind may be blowingi am going i am goingwhere streams of whiskey are flowingi am going i am goingany which way the wind may be blowingi am going i am goingwhere streams of whiskey are flowingwhere streams of whiskey are flowingwhere streams of whiskey are flowing"
"2248","Quality Control","Sides","cook that shit up quayyeah yeah yeahyeah yeah yeahim bout to lift offalways with the guys never picking sidesnew crib big as fuck you should see insidefour car garage you can pick a rideeverything i say facts these niggas tellin liesi been heatin up im bout to lift offi been heatin up im bout to lift offin the studio all day i turn my flip offysl jean jacket i be dripped outmama couldnt pay the rent so we got kicked outnow her living room plush i pay the rent nowgot a million in my bank account im lit nowredbone from overseas getting dick nowi put vvs on my teeth i put vvs on my bitchi put vvs on my kids niggas cant do the shit that i didsigned for a two million dollar deal i put a half a mil on my cribman this trap shit really real i aint been rapping for a yearmy lil niggas in the cut throwing gang signsi been running with the guys i got mob tieskeep my shooters in the house they dont come outsideaint sleepin til we eatin aint letting shit slidealways with the guys never picking sidesnew crib big as fuck you should see insidefour car garage you can pick a rideeverything i say facts these niggas tellin liesi been heatin up im bout to lift offi been heatin up im bout to lift offin the studio all day i turn my flip offysl jean jacket i be dripped outi was just sittin in the prison but im rich nowthinking bout the time i wasted i bust my wrist downseven-figure young nigga no more licks nowbut if he sweet i want it all i make him get downmy sisters aint gotta worry my niggas aint gotta learnmy system filled up with syrup ima keep poppin these percstold my label i quit trappin hope they know that was a joketold my plug im never quitting he can bring another loadi put fear of god on my jacket put givenchy on my coatevery now and then i still fuck a rachet its just somethin bout her throatim a god in my hood give them young niggas hopeput a mil up in case i aint never goin brokealways with the guys never picking sidesnew crib big as fuck you should see insidefour car garage you can pick a rideeverything i say facts these niggas tellin liesi been heatin up im bout to lift offi been heatin up im bout to lift offin the studio all day i turn my flip offysl jean jacket i be dripped out"
